OrganizationName,OrganizationID,RepositoryURL,bom-ref,type,group,name,version,purl,dependsOn
,,https://github.com/rustdesk/rustdesk,5dcb73cc-8e0d-41ca-9b47-83cf0b63b8be,library,,crunchy,0.2.2,pkg:cargo/crunchy@0.2.2,
,,https://github.com/rustdesk/rustdesk,5de366bc-a9ab-49f7-b753-dcbb92682a72,library,,color_quant,1.1.0,pkg:cargo/color_quant@1.1.0,
,,https://github.com/rustdesk/rustdesk,62efa306-2bb7-435f-acfa-3de6d6011d7a,application,,flutter/macos/Podfile.lock,,,"1c9a1816-a8e0-4fd8-a1db-606c29c66e87, 3cf04432-b2a1-4076-840c-f32f8b70ebca, 56e162d2-1f69-459f-ade9-04d29256adbc, 9a39cb4d-14e6-427d-b5ff-03bed7addeb8, c419f810-bc67-4cd9-9831-fc2ae9daa1f1, pkg:cocoapods/FlutterMacOS@1.0.0, pkg:cocoapods/desktop_drop@0.0.1, pkg:cocoapods/desktop_multi_window@0.0.1, pkg:cocoapods/file_selector_macos@0.0.1, pkg:cocoapods/flutter_custom_cursor@0.0.1, pkg:cocoapods/package_info_plus@0.0.1, pkg:cocoapods/screen_retriever@0.0.1, pkg:cocoapods/texture_rgba_renderer@0.0.1, pkg:cocoapods/uni_links_desktop@0.0.1, pkg:cocoapods/url_launcher_macos@0.0.1, pkg:cocoapods/window_manager@0.2.0, pkg:cocoapods/window_size@0.0.2"
,,https://github.com/rustdesk/rustdesk,63afbb6e-a020-4798-befc-e9d53eb5f0e5,application,,libs/virtual_display/Cargo.lock,,,ea301e9c-f8f7-4854-b3ed-8479495d7808
,,https://github.com/rustdesk/rustdesk,63c668c6-c5bc-439b-b092-5b1fcf4b241b,library,,crunchy,0.2.2,pkg:cargo/crunchy@0.2.2,
,,https://github.com/rustdesk/rustdesk,67f07eff-29c9-4cec-8aee-74d31745e56a,library,,lazy_static,1.4.0,pkg:cargo/lazy_static@1.4.0,
,,https://github.com/rustdesk/rustdesk,6a9bb4fa-845a-461c-9e76-a7b22ece4de4,library,,version_check,0.9.4,pkg:cargo/version_check@0.9.4,
,,https://github.com/rustdesk/rustdesk,7298fb44-f15e-41fc-981d-659cfa12459d,library,,bitflags,1.3.2,pkg:cargo/bitflags@1.3.2,
,,https://github.com/rustdesk/rustdesk,77666680-e880-4d53-b997-6f5d77a8fc92,library,,crc32fast,1.3.2,pkg:cargo/crc32fast@1.3.2,b8bd2d7d-ad09-4e53-ac00-f9005ae756fc
,,https://github.com/rustdesk/rustdesk,85ecb1c3-290e-4342-9852-e413e6e6cf17,library,,wasi,0.11.0+wasi-snapshot-preview1,pkg:cargo/wasi@0.11.0%2Bwasi-snapshot-preview1,
,,https://github.com/rustdesk/rustdesk,8afa06fb-bd06-4705-a423-d36de4129968,library,,md5,0.7.0,pkg:cargo/md5@0.7.0,
,,https://github.com/rustdesk/rustdesk,8b637efe-8817-476b-82ad-95c4100543bb,library,,cfg-if,1.0.0,pkg:cargo/cfg-if@1.0.0,
,,https://github.com/rustdesk/rustdesk,8e2c9669-b4b1-4fc1-8dab-d39243f71805,library,,proc-macro-error,1.0.4,pkg:cargo/proc-macro-error@1.0.4,"0bf0b472-8867-4bbd-b875-2a54d956be84, 6a9bb4fa-845a-461c-9e76-a7b22ece4de4, f452374f-f609-4452-a0b2-c3f8788f8864, pkg:cargo/proc-macro2@1.0.51, pkg:cargo/quote@1.0.23"
,,https://github.com/rustdesk/rustdesk,933f7e1f-56d3-4cc3-acf8-c8db53c37f9d,library,,lebe,0.5.2,pkg:cargo/lebe@0.5.2,
,,https://github.com/rustdesk/rustdesk,96619cc1-e74c-413f-9974-e316f55eb7cc,library,,winapi-x86_64-pc-windows-gnu,0.4.0,pkg:cargo/winapi-x86_64-pc-windows-gnu@0.4.0,
,,https://github.com/rustdesk/rustdesk,9a39cb4d-14e6-427d-b5ff-03bed7addeb8,library,,path_provider_foundation,0.0.1,pkg:cocoapods/path_provider_foundation@0.0.1,pkg:cocoapods/FlutterMacOS@1.0.0
,,https://github.com/rustdesk/rustdesk,9f473092-fb36-4bd0-bfd6-1c3ef9392466,library,,version_check,0.9.4,pkg:cargo/version_check@0.9.4,
,,https://github.com/rustdesk/rustdesk,a9f921e1-f671-4082-8299-8a1cdeba7267,library,,bitflags,1.3.2,pkg:cargo/bitflags@1.3.2,
,,https://github.com/rustdesk/rustdesk,aaa4ec66-bccd-488d-9311-b38d4accd8c5,application,,flutter/pubspec.lock,,,"pkg:pub/_fe_analyzer_shared@64.0.0, pkg:pub/after_layout@1.2.0, pkg:pub/analyzer@6.2.0, pkg:pub/animations@2.0.11, pkg:pub/archive@3.4.10, pkg:pub/args@2.4.2, pkg:pub/async@2.11.0, pkg:pub/auto_size_text@3.0.0, pkg:pub/auto_size_text_field@2.2.2, pkg:pub/back_button_interceptor@6.0.2, pkg:pub/boolean_selector@2.1.1, pkg:pub/bot_toast@4.1.3, pkg:pub/build@2.4.1, pkg:pub/build_cli_annotations@2.1.0, pkg:pub/build_config@1.1.1, pkg:pub/build_daemon@4.0.1, pkg:pub/build_resolvers@2.4.2, pkg:pub/build_runner@2.4.8, pkg:pub/build_runner_core@7.3.0, pkg:pub/built_collection@5.1.1, pkg:pub/built_value@8.9.0, pkg:pub/cached_network_image@3.3.1, pkg:pub/cached_network_image_platform_interface@4.0.0, pkg:pub/cached_network_image_web@1.1.1, pkg:pub/characters@1.3.0, pkg:pub/charcode@1.3.1, pkg:pub/checked_yaml@2.0.3, pkg:pub/cli_util@0.4.1, pkg:pub/clock@1.1.1, pkg:pub/code_builder@4.10.0, pkg:pub/collection@1.18.0, pkg:pub/contextmenu@3.0.0, pkg:pub/convert@3.1.1, pkg:pub/cross_file@0.3.3%2B8, pkg:pub/crypto@3.0.3, pkg:pub/csslib@1.0.0, pkg:pub/dart_style@2.3.4, pkg:pub/dash_chat_2@0.0.18, pkg:pub/dbus@0.7.10, pkg:pub/debounce_throttle@2.0.0, pkg:pub/desktop_drop@0.4.4, pkg:pub/desktop_multi_window@0.1.0, pkg:pub/device_info_plus@9.1.2, pkg:pub/device_info_plus_platform_interface@7.0.0, pkg:pub/draggable_float_widget@0.1.0, pkg:pub/dropdown_button2@2.3.9, pkg:pub/dynamic_layouts@0.0.1%2B1, pkg:pub/external_path@1.0.3, pkg:pub/ffi@2.1.0, pkg:pub/ffigen@8.0.2, pkg:pub/file@6.1.4, pkg:pub/file_picker@5.5.0, pkg:pub/file_selector_linux@0.9.2%2B1, pkg:pub/file_selector_macos@0.9.3%2B3, pkg:pub/file_selector_platform_interface@2.6.2, pkg:pub/file_selector_windows@0.9.3%2B1, pkg:pub/fixnum@1.1.0, pkg:pub/flex_color_picker@3.3.1, pkg:pub/flex_seed_scheme@1.4.0, pkg:pub/flutter@0.0.0, pkg:pub/flutter_breadcrumb@1.0.1, pkg:pub/flutter_cache_manager@3.3.1, pkg:pub/flutter_custom_cursor@0.0.4, pkg:pub/flutter_gpu_texture_renderer@0.0.1, pkg:pub/flutter_improved_scrolling@0.0.3, pkg:pub/flutter_keyboard_visibility@5.4.1, pkg:pub/flutter_keyboard_visibility_linux@1.0.0, pkg:pub/flutter_keyboard_visibility_macos@1.0.0, pkg:pub/flutter_keyboard_visibility_platform_interface@2.0.0, pkg:pub/flutter_keyboard_visibility_web@2.0.0, pkg:pub/flutter_keyboard_visibility_windows@1.0.0, pkg:pub/flutter_launcher_icons@0.13.1, pkg:pub/flutter_lints@2.0.3, pkg:pub/flutter_localizations@0.0.0, pkg:pub/flutter_parsed_text@2.2.1, pkg:pub/flutter_plugin_android_lifecycle@2.0.17, pkg:pub/flutter_rust_bridge@1.80.1, pkg:pub/flutter_svg@2.0.9, pkg:pub/flutter_web_plugins@0.0.0, pkg:pub/freezed@2.4.7, pkg:pub/freezed_annotation@2.4.1, pkg:pub/frontend_server_client@3.2.0, pkg:pub/get@4.6.6, pkg:pub/glob@2.1.2, pkg:pub/graphs@2.3.1, pkg:pub/html@0.15.4, pkg:pub/http@1.2.0, pkg:pub/http_multi_server@3.2.1, pkg:pub/http_parser@4.0.2, pkg:pub/icons_launcher@2.1.7, pkg:pub/image@4.1.7, pkg:pub/image_picker@0.8.9, pkg:pub/image_picker_android@0.8.9%2B3, pkg:pub/image_picker_for_web@2.2.0, pkg:pub/image_picker_ios@0.8.9%2B1, pkg:pub/image_picker_linux@0.2.1%2B1, pkg:pub/image_picker_macos@0.2.1%2B1, pkg:pub/image_picker_platform_interface@2.9.3, pkg:pub/image_picker_windows@0.2.1%2B1, pkg:pub/intl@0.18.1, pkg:pub/io@1.0.4, pkg:pub/js@0.6.7, pkg:pub/json_annotation@4.8.1, pkg:pub/lints@2.1.1, pkg:pub/logging@1.2.0, pkg:pub/matcher@0.12.16%2B1, pkg:pub/material_color_utilities@0.8.0, pkg:pub/meta@1.11.0, pkg:pub/mime@1.0.5, pkg:pub/nested@1.0.0, pkg:pub/octo_image@2.0.0, pkg:pub/package_config@2.1.0, pkg:pub/package_info_plus@4.2.0, pkg:pub/package_info_plus_platform_interface@2.0.1, pkg:pub/password_strength@0.2.0, pkg:pub/path@1.9.0, pkg:pub/path_parsing@1.0.1, pkg:pub/path_provider@2.1.2, pkg:pub/path_provider_android@2.2.2, pkg:pub/path_provider_foundation@2.3.2, pkg:pub/path_provider_linux@2.2.1, pkg:pub/path_provider_platform_interface@2.1.2, pkg:pub/path_provider_windows@2.2.1, pkg:pub/pedantic@1.11.1, pkg:pub/percent_indicator@4.2.3, pkg:pub/petitparser@6.0.2, pkg:pub/platform@3.1.4, pkg:pub/plugin_platform_interface@2.1.8, pkg:pub/pointycastle@3.7.4, pkg:pub/pool@1.5.1, pkg:pub/provider@6.1.1, pkg:pub/pub_semver@2.1.4, pkg:pub/pubspec_parse@1.2.3, pkg:pub/pull_down_button@0.9.3, pkg:pub/puppeteer@3.6.0, pkg:pub/qr@3.0.1, pkg:pub/qr_code_scanner@1.0.1, pkg:pub/qr_flutter@4.1.0, pkg:pub/quiver@3.2.1, pkg:pub/rxdart@0.27.7, pkg:pub/screen_retriever@0.1.9, pkg:pub/scroll_pos@0.4.0, pkg:pub/settings_ui@2.0.2, pkg:pub/shelf@1.4.1, pkg:pub/shelf_static@1.1.2, pkg:pub/shelf_web_socket@1.0.4, pkg:pub/simple_observable@2.0.0, pkg:pub/sky_engine@0.0.99, pkg:pub/source_gen@1.5.0, pkg:pub/source_span@1.10.0, pkg:pub/sqflite@2.3.2, pkg:pub/sqflite_common@2.5.3, pkg:pub/stack_trace@1.11.1, pkg:pub/stream_channel@2.1.2, pkg:pub/stream_transform@2.1.0, pkg:pub/string_scanner@1.2.0, pkg:pub/synchronized@3.1.0%2B1, pkg:pub/term_glyph@1.2.1, pkg:pub/test_api@0.7.0, pkg:pub/texture_rgba_renderer@0.0.16, pkg:pub/timing@1.0.1, pkg:pub/toggle_switch@2.1.0, pkg:pub/tuple@2.0.2, pkg:pub/typed_data@1.3.2, pkg:pub/uni_links@0.5.1, pkg:pub/uni_links_desktop@0.1.7, pkg:pub/uni_links_platform_interface@1.0.0, pkg:pub/uni_links_web@0.1.0, pkg:pub/universal_io@2.2.2, pkg:pub/url_launcher@6.2.4, pkg:pub/url_launcher_android@6.2.2, pkg:pub/url_launcher_ios@6.2.4, pkg:pub/url_launcher_linux@3.1.1, pkg:pub/url_launcher_macos@3.1.0, pkg:pub/url_launcher_platform_interface@2.3.1, pkg:pub/url_launcher_web@2.2.3, pkg:pub/url_launcher_windows@3.1.1, pkg:pub/uuid@3.0.7, pkg:pub/vector_graphics@1.1.10%2B1, pkg:pub/vector_graphics_codec@1.1.10%2B1, pkg:pub/vector_graphics_compiler@1.1.10%2B1, pkg:pub/vector_math@2.1.4, pkg:pub/video_player@2.8.2, pkg:pub/video_player_android@2.4.11, pkg:pub/video_player_avfoundation@2.5.6, pkg:pub/video_player_platform_interface@6.2.2, pkg:pub/video_player_web@2.1.3, pkg:pub/visibility_detector@0.4.0%2B2, pkg:pub/wakelock_plus@1.1.4, pkg:pub/wakelock_plus_platform_interface@1.1.0, pkg:pub/watcher@1.1.0, pkg:pub/web@0.4.2, pkg:pub/web_socket_channel@2.4.0, pkg:pub/win32@5.2.0, pkg:pub/win32_registry@1.1.2, pkg:pub/window_manager@0.3.6, pkg:pub/window_size@0.1.0, pkg:pub/xdg_directories@1.0.4, pkg:pub/xml@6.5.0, pkg:pub/yaml@3.1.2, pkg:pub/yaml_edit@2.1.1, pkg:pub/zxing2@0.2.1"
,,https://github.com/rustdesk/rustdesk,b2e445b8-9eb1-4a9e-a093-404078659c72,library,,color_quant,1.1.0,pkg:cargo/color_quant@1.1.0,
,,https://github.com/rustdesk/rustdesk,b8bd2d7d-ad09-4e53-ac00-f9005ae756fc,library,,cfg-if,1.0.0,pkg:cargo/cfg-if@1.0.0,
,,https://github.com/rustdesk/rustdesk,b8e0d314-6f3b-4695-8c9b-1c22911d59b3,library,,winapi-i686-pc-windows-gnu,0.4.0,pkg:cargo/winapi-i686-pc-windows-gnu@0.4.0,
,,https://github.com/rustdesk/rustdesk,ba033647-7f3c-4cce-8312-18a39a4da99d,library,,strsim,0.10.0,pkg:cargo/strsim@0.10.0,
,,https://github.com/rustdesk/rustdesk,ba6fb264-fcdd-47dd-adb7-d10a039faf2e,library,,syn,1.0.109,pkg:cargo/syn@1.0.109,"pkg:cargo/proc-macro2@1.0.79, pkg:cargo/quote@1.0.35, pkg:cargo/unicode-ident@1.0.12"
,,https://github.com/rustdesk/rustdesk,bf1c6e60-6219-43f7-a042-e315b7a4251d,library,,wasi,0.11.0+wasi-snapshot-preview1,pkg:cargo/wasi@0.11.0%2Bwasi-snapshot-preview1,
,,https://github.com/rustdesk/rustdesk,c419f810-bc67-4cd9-9831-fc2ae9daa1f1,library,,sqflite,0.0.3,pkg:cocoapods/sqflite@0.0.3,pkg:cocoapods/FlutterMacOS@1.0.0
,,https://github.com/rustdesk/rustdesk,ce1438cd-1e01-46a5-b852-4445796dbd3e,library,,jpeg-decoder,0.3.0,pkg:cargo/jpeg-decoder@0.3.0,pkg:cargo/rayon@1.6.1
,,https://github.com/rustdesk/rustdesk,db463770-b353-40d3-bbd0-d26c84686973,library,,path_provider_foundation,0.0.1,pkg:cocoapods/path_provider_foundation@0.0.1,pkg:cocoapods/Flutter@1.0.0
,,https://github.com/rustdesk/rustdesk,dd27e67b-9f5d-49f5-a572-57bdf75f083f,application,,vdi/host/Cargo.lock,,,"pkg:cargo/async-trait@0.1.64, pkg:cargo/clap@4.1.11, pkg:cargo/image@0.24.5"
